,SpatialDimension,Code,TimeDim,SEX,Value
4710,COUNTRY,ISL,1989,BTSX,24.7
4711,COUNTRY,ISL,1990,BTSX,24.8
4712,COUNTRY,ISL,1991,BTSX,24.8
4713,COUNTRY,ISL,1992,BTSX,24.9
4714,COUNTRY,ISL,1993,BTSX,25.0
4715,COUNTRY,ISL,1994,BTSX,25.1
4716,COUNTRY,ISL,1995,BTSX,25.1
4717,COUNTRY,ISL,1996,BTSX,25.2
4718,COUNTRY,ISL,1997,BTSX,25.3
4719,COUNTRY,ISL,1998,BTSX,25.3
4720,COUNTRY,ISL,1999,BTSX,25.4
4721,COUNTRY,ISL,2000,BTSX,25.5
4722,COUNTRY,ISL,2001,BTSX,25.6
4723,COUNTRY,ISL,2002,BTSX,25.6
4724,COUNTRY,ISL,2003,BTSX,25.7
4725,COUNTRY,ISL,2004,BTSX,25.7
4726,COUNTRY,ISL,2005,BTSX,25.8
4727,COUNTRY,ISL,2006,BTSX,25.9
4728,COUNTRY,ISL,2007,BTSX,25.9
4729,COUNTRY,ISL,2008,BTSX,26.0
4730,COUNTRY,ISL,2009,BTSX,26.0
4731,COUNTRY,ISL,2010,BTSX,26.0
4732,COUNTRY,ISL,2011,BTSX,26.1
4733,COUNTRY,ISL,2012,BTSX,26.1
4734,COUNTRY,ISL,2013,BTSX,26.1
4735,COUNTRY,ISL,2014,BTSX,26.2
4736,COUNTRY,ISL,2015,BTSX,26.2
4737,COUNTRY,ISL,2016,BTSX,26.2
4738,COUNTRY,IND,1975,BTSX,18.5
4739,COUNTRY,IND,1976,BTSX,18.6
4740,COUNTRY,IND,1977,BTSX,18.7
4741,COUNTRY,IND,1978,BTSX,18.8
4742,COUNTRY,IND,1979,BTSX,18.9
4743,COUNTRY,IND,1980,BTSX,19.0
4744,COUNTRY,IND,1981,BTSX,19.1
4745,COUNTRY,IND,1982,BTSX,19.2
4746,COUNTRY,IND,1983,BTSX,19.3
4747,COUNTRY,IND,1984,BTSX,19.4
4748,COUNTRY,IND,1985,BTSX,19.5
4749,COUNTRY,IND,1986,BTSX,19.6
4750,COUNTRY,IND,1987,BTSX,19.7
4751,COUNTRY,IND,1988,BTSX,19.8
4752,COUNTRY,IND,1989,BTSX,19.9
4753,COUNTRY,IND,1990,BTSX,19.9
4754,COUNTRY,IND,1991,BTSX,20.0
4755,COUNTRY,IND,1992,BTSX,20.1
4756,COUNTRY,IND,1993,BTSX,20.1
4757,COUNTRY,IND,1994,BTSX,20.2
4758,COUNTRY,IND,1995,BTSX,20.3
4759,COUNTRY,IND,1996,BTSX,20.4
4760,COUNTRY,IND,1997,BTSX,20.4
4761,COUNTRY,IND,1998,BTSX,20.5
4762,COUNTRY,IND,1999,BTSX,20.6
4763,COUNTRY,IND,2000,BTSX,20.7
4764,COUNTRY,IND,2001,BTSX,20.7
4765,COUNTRY,IND,2002,BTSX,20.8
4766,COUNTRY,IND,2003,BTSX,20.9
4767,COUNTRY,IND,2004,BTSX,21.0
4768,COUNTRY,IND,2005,BTSX,21.0
4769,COUNTRY,IND,2006,BTSX,21.1
4770,COUNTRY,IND,2007,BTSX,21.2
4771,COUNTRY,IND,2008,BTSX,21.2
4772,COUNTRY,IND,2009,BTSX,21.3
4773,COUNTRY,IND,2010,BTSX,21.4
4774,COUNTRY,IND,2011,BTSX,21.4
4775,COUNTRY,IND,2012,BTSX,21.5
4776,COUNTRY,IND,2013,BTSX,21.6
4777,COUNTRY,IND,2014,BTSX,21.7
4778,COUNTRY,IND,2015,BTSX,21.7
4779,COUNTRY,IND,2016,BTSX,21.8
4780,COUNTRY,IDN,1975,BTSX,19.3
4781,COUNTRY,IDN,1976,BTSX,19.4
4782,COUNTRY,IDN,1977,BTSX,19.5
4783,COUNTRY,IDN,1978,BTSX,19.6
4784,COUNTRY,IDN,1979,BTSX,19.7
4785,COUNTRY,IDN,1980,BTSX,19.7
4786,COUNTRY,IDN,1981,BTSX,19.8
4787,COUNTRY,IDN,1982,BTSX,19.9
4788,COUNTRY,IDN,1983,BTSX,20.0
4789,COUNTRY,IDN,1984,BTSX,20.1
4790,COUNTRY,IDN,1985,BTSX,20.2
4791,COUNTRY,IDN,1986,BTSX,20.3
4792,COUNTRY,IDN,1987,BTSX,20.4
4793,COUNTRY,IDN,1988,BTSX,20.5
4794,COUNTRY,IDN,1989,BTSX,20.6
4795,COUNTRY,IDN,1990,BTSX,20.7
4796,COUNTRY,IDN,1991,BTSX,20.8
4797,COUNTRY,IDN,1992,BTSX,20.9
4798,COUNTRY,IDN,1993,BTSX,20.9
4799,COUNTRY,IDN,1994,BTSX,21.0
4800,COUNTRY,IDN,1995,BTSX,21.1
4801,COUNTRY,IDN,1996,BTSX,21.2
4802,COUNTRY,IDN,1997,BTSX,21.3
4803,COUNTRY,IDN,1998,BTSX,21.4
4804,COUNTRY,IDN,1999,BTSX,21.5
4805,COUNTRY,IDN,2000,BTSX,21.6
4806,COUNTRY,IDN,2001,BTSX,21.7
4807,COUNTRY,IDN,2002,BTSX,21.8
4808,COUNTRY,IDN,2003,BTSX,21.9
4809,COUNTRY,IDN,2004,BTSX,22.0
4810,COUNTRY,IDN,2005,BTSX,22.1
4811,COUNTRY,IDN,2006,BTSX,22.2
4812,COUNTRY,IDN,2007,BTSX,22.2
4813,COUNTRY,IDN,2008,BTSX,22.3
4814,COUNTRY,IDN,2009,BTSX,22.4
4815,COUNTRY,IDN,2010,BTSX,22.5
4816,COUNTRY,IDN,2011,BTSX,22.6
4817,COUNTRY,IDN,2012,BTSX,22.7
4818,COUNTRY,IDN,2013,BTSX,22.8
4819,COUNTRY,IDN,2014,BTSX,22.9
4820,COUNTRY,IDN,2015,BTSX,23.0
4821,COUNTRY,IDN,2016,BTSX,23.1
4822,COUNTRY,IRN,1975,BTSX,22.4
4823,COUNTRY,IRN,1976,BTSX,22.5
4824,COUNTRY,IRN,1977,BTSX,22.6
4825,COUNTRY,IRN,1978,BTSX,22.8
4826,COUNTRY,IRN,1979,BTSX,22.9
4827,COUNTRY,IRN,1980,BTSX,23.0
4828,COUNTRY,IRN,1981,BTSX,23.1
4829,COUNTRY,IRN,1982,BTSX,23.2
4830,COUNTRY,IRN,1983,BTSX,23.3
4831,COUNTRY,IRN,1984,BTSX,23.4
4832,COUNTRY,IRN,1985,BTSX,23.5
4833,COUNTRY,IRN,1986,BTSX,23.7
4834,COUNTRY,IRN,1987,BTSX,23.8
4835,COUNTRY,IRN,1988,BTSX,23.9
4836,COUNTRY,IRN,1989,BTSX,24.0
4837,COUNTRY,IRN,1990,BTSX,24.1
4838,COUNTRY,IRN,1991,BTSX,24.2
4839,COUNTRY,IRN,1992,BTSX,24.3
4840,COUNTRY,IRN,1993,BTSX,24.4
4841,COUNTRY,IRN,1994,BTSX,24.5
4842,COUNTRY,IRN,1995,BTSX,24.6
4843,COUNTRY,IRN,1996,BTSX,24.7
4844,COUNTRY,IRN,1997,BTSX,24.8
4845,COUNTRY,IRN,1998,BTSX,24.9
4846,COUNTRY,IRN,1999,BTSX,24.9
4847,COUNTRY,IRN,2000,BTSX,25.0
4848,COUNTRY,IRN,2001,BTSX,25.1
4849,COUNTRY,IRN,2002,BTSX,25.2
4850,COUNTRY,IRN,2003,BTSX,25.3
4851,COUNTRY,IRN,2004,BTSX,25.4
4852,COUNTRY,IRN,2005,BTSX,25.4
4853,COUNTRY,IRN,2006,BTSX,25.5
4854,COUNTRY,IRN,2007,BTSX,25.6
4855,COUNTRY,IRN,2008,BTSX,25.6
4856,COUNTRY,IRN,2009,BTSX,25.7
4857,COUNTRY,IRN,2010,BTSX,25.8
4858,COUNTRY,IRN,2011,BTSX,25.8
4859,COUNTRY,IRN,2012,BTSX,25.9
4860,COUNTRY,IRN,2013,BTSX,26.0
4861,COUNTRY,IRN,2014,BTSX,26.0
4862,COUNTRY,IRN,2015,BTSX,26.1
4863,COUNTRY,IRN,2016,BTSX,26.1
4864,COUNTRY,IRQ,1975,BTSX,24.4
4865,COUNTRY,IRQ,1976,BTSX,24.5
4866,COUNTRY,IRQ,1977,BTSX,24.6
4867,COUNTRY,IRQ,1978,BTSX,24.8
4868,COUNTRY,IRQ,1979,BTSX,24.9
4869,COUNTRY,IRQ,1980,BTSX,25.0
4870,COUNTRY,IRQ,1981,BTSX,25.1
4871,COUNTRY,IRQ,1982,BTSX,25.2
4872,COUNTRY,IRQ,1983,BTSX,25.4
4873,COUNTRY,IRQ,1984,BTSX,25.5
4874,COUNTRY,IRQ,1985,BTSX,25.6
4875,COUNTRY,IRQ,1986,BTSX,25.7
4876,COUNTRY,IRQ,1987,BTSX,25.8
4877,COUNTRY,IRQ,1988,BTSX,25.9
4878,COUNTRY,IRQ,1989,BTSX,26.0
4879,COUNTRY,IRQ,1990,BTSX,26.1
4880,COUNTRY,IRQ,1991,BTSX,26.2
4881,COUNTRY,IRQ,1992,BTSX,26.3
4882,COUNTRY,IRQ,1993,BTSX,26.4
4883,COUNTRY,IRQ,1994,BTSX,26.5
4884,COUNTRY,IRQ,1995,BTSX,26.6
4885,COUNTRY,IRQ,1996,BTSX,26.6
4886,COUNTRY,IRQ,1997,BTSX,26.7
4887,COUNTRY,IRQ,1998,BTSX,26.8
4888,COUNTRY,IRQ,1999,BTSX,26.9
4889,COUNTRY,IRQ,2000,BTSX,27.0
4890,COUNTRY,IRQ,2001,BTSX,27.1
4891,COUNTRY,IRQ,2002,BTSX,27.2
4892,COUNTRY,IRQ,2003,BTSX,27.3
4893,COUNTRY,IRQ,2004,BTSX,27.4
4894,COUNTRY,IRQ,2005,BTSX,27.5
4895,COUNTRY,IRQ,2006,BTSX,27.6
4896,COUNTRY,IRQ,2007,BTSX,27.7
4897,COUNTRY,IRQ,2008,BTSX,27.8
4898,COUNTRY,IRQ,2009,BTSX,27.9
4899,COUNTRY,IRQ,2010,BTSX,28.0
4900,COUNTRY,IRQ,2011,BTSX,28.1
4901,COUNTRY,IRQ,2012,BTSX,28.3
4902,COUNTRY,IRQ,2013,BTSX,28.4
4903,COUNTRY,IRQ,2014,BTSX,28.5
4904,COUNTRY,IRQ,2015,BTSX,28.6
4905,COUNTRY,IRQ,2016,BTSX,28.8
4906,COUNTRY,IRL,1975,BTSX,23.7
4907,COUNTRY,IRL,1976,BTSX,23.8
4908,COUNTRY,IRL,1977,BTSX,23.9
4909,COUNTRY,IRL,1978,BTSX,24.0
4910,COUNTRY,IRL,1979,BTSX,24.0
4911,COUNTRY,IRL,1980,BTSX,24.1
4912,COUNTRY,IRL,1981,BTSX,24.2
4913,COUNTRY,IRL,1982,BTSX,24.3
4914,COUNTRY,IRL,1983,BTSX,24.4
4915,COUNTRY,IRL,1984,BTSX,24.5
4916,COUNTRY,IRL,1985,BTSX,24.6
4917,COUNTRY,IRL,1986,BTSX,24.7
4918,COUNTRY,IRL,1987,BTSX,24.8
4919,COUNTRY,IRL,1988,BTSX,24.9
4920,COUNTRY,IRL,1989,BTSX,25.0
4921,COUNTRY,IRL,1990,BTSX,25.2
4922,COUNTRY,IRL,1991,BTSX,25.3
4923,COUNTRY,IRL,1992,BTSX,25.4
4924,COUNTRY,IRL,1993,BTSX,25.5
4925,COUNTRY,IRL,1994,BTSX,25.6
4926,COUNTRY,IRL,1995,BTSX,25.7
4927,COUNTRY,IRL,1996,BTSX,25.8
4928,COUNTRY,IRL,1997,BTSX,25.9
4929,COUNTRY,IRL,1998,BTSX,26.1
4930,COUNTRY,IRL,1999,BTSX,26.2
4931,COUNTRY,IRL,2000,BTSX,26.3
4932,COUNTRY,IRL,2001,BTSX,26.4
4933,COUNTRY,IRL,2002,BTSX,26.5
4934,COUNTRY,IRL,2003,BTSX,26.6
4935,COUNTRY,IRL,2004,BTSX,26.7
4936,COUNTRY,IRL,2005,BTSX,26.8
4937,COUNTRY,IRL,2006,BTSX,26.8
4938,COUNTRY,IRL,2007,BTSX,26.9
4939,COUNTRY,IRL,2008,BTSX,27.0
4940,COUNTRY,IRL,2009,BTSX,27.1
4941,COUNTRY,IRL,2010,BTSX,27.1
4942,COUNTRY,IRL,2011,BTSX,27.2
4943,COUNTRY,IRL,2012,BTSX,27.2
4944,COUNTRY,IRL,2013,BTSX,27.3
4945,COUNTRY,IRL,2014,BTSX,27.3
4946,COUNTRY,IRL,2015,BTSX,27.4
4947,COUNTRY,IRL,2016,BTSX,27.5
4948,COUNTRY,ISR,1975,BTSX,24.3
4949,COUNTRY,ISR,1976,BTSX,24.4
4950,COUNTRY,ISR,1977,BTSX,24.4
4951,COUNTRY,ISR,1978,BTSX,24.5
4952,COUNTRY,ISR,1979,BTSX,24.6
4953,COUNTRY,ISR,1980,BTSX,24.6
4954,COUNTRY,ISR,1981,BTSX,24.7
4955,COUNTRY,ISR,1982,BTSX,24.8
4956,COUNTRY,ISR,1983,BTSX,24.8
4957,COUNTRY,ISR,1984,BTSX,24.9
4958,COUNTRY,ISR,1985,BTSX,25.0
4959,COUNTRY,ISR,1986,BTSX,25.0
4960,COUNTRY,ISR,1987,BTSX,25.1
4961,COUNTRY,ISR,1988,BTSX,25.2
4962,COUNTRY,ISR,1989,BTSX,25.2
4963,COUNTRY,ISR,1990,BTSX,25.3
4964,COUNTRY,ISR,1991,BTSX,25.4
4965,COUNTRY,ISR,1992,BTSX,25.5
4966,COUNTRY,ISR,1993,BTSX,25.5
4967,COUNTRY,ISR,1994,BTSX,25.6
4968,COUNTRY,ISR,1995,BTSX,25.7
4969,COUNTRY,ISR,1996,BTSX,25.8
4970,COUNTRY,ISR,1997,BTSX,25.9
4971,COUNTRY,ISR,1998,BTSX,26.0
4972,COUNTRY,ISR,1999,BTSX,26.0
4973,COUNTRY,ISR,2000,BTSX,26.1
4974,COUNTRY,ISR,2001,BTSX,26.2
4975,COUNTRY,ISR,2002,BTSX,26.3
4976,COUNTRY,ISR,2003,BTSX,26.4
4977,COUNTRY,ISR,2004,BTSX,26.5
4978,COUNTRY,ISR,2005,BTSX,26.6
4979,COUNTRY,ISR,2006,BTSX,26.6
4980,COUNTRY,ISR,2007,BTSX,26.7
4981,COUNTRY,ISR,2008,BTSX,26.8
4982,COUNTRY,ISR,2009,BTSX,26.9
4983,COUNTRY,ISR,2010,BTSX,26.9
4984,COUNTRY,ISR,2011,BTSX,27.0
4985,COUNTRY,ISR,2012,BTSX,27.0
4986,COUNTRY,ISR,2013,BTSX,27.1
4987,COUNTRY,ISR,2014,BTSX,27.2
4988,COUNTRY,ISR,2015,BTSX,27.2
4989,COUNTRY,ISR,2016,BTSX,27.3
4990,COUNTRY,ITA,1975,BTSX,24.4
4991,COUNTRY,ITA,1976,BTSX,24.4
4992,COUNTRY,ITA,1977,BTSX,24.5
4993,COUNTRY,ITA,1978,BTSX,24.5
4994,COUNTRY,ITA,1979,BTSX,24.5
4995,COUNTRY,ITA,1980,BTSX,24.6
4996,COUNTRY,ITA,1981,BTSX,24.6
4997,COUNTRY,ITA,1982,BTSX,24.6
4998,COUNTRY,ITA,1983,BTSX,24.6
4999,COUNTRY,ITA,1984,BTSX,24.7
5000,COUNTRY,ITA,1985,BTSX,24.7
5001,COUNTRY,ITA,1986,BTSX,24.7
5002,COUNTRY,ITA,1987,BTSX,24.8
5003,COUNTRY,ITA,1988,BTSX,24.8
5004,COUNTRY,ITA,1989,BTSX,24.8
5005,COUNTRY,ITA,1990,BTSX,24.9
5006,COUNTRY,ITA,1991,BTSX,24.9
5007,COUNTRY,ITA,1992,BTSX,25.0
5008,COUNTRY,ITA,1993,BTSX,25.0
5009,COUNTRY,ITA,1994,BTSX,25.1
5010,COUNTRY,ITA,1995,BTSX,25.1
5011,COUNTRY,ITA,1996,BTSX,25.2
5012,COUNTRY,ITA,1997,BTSX,25.2
5013,COUNTRY,ITA,1998,BTSX,25.3
5014,COUNTRY,ITA,1999,BTSX,25.3
5015,COUNTRY,ITA,2000,BTSX,25.4
5016,COUNTRY,ITA,2001,BTSX,25.4
5017,COUNTRY,ITA,2002,BTSX,25.5
5018,COUNTRY,ITA,2003,BTSX,25.5
5019,COUNTRY,ITA,2004,BTSX,25.6
5020,COUNTRY,ITA,2005,BTSX,25.6
5021,COUNTRY,ITA,2006,BTSX,25.6
5022,COUNTRY,ITA,2007,BTSX,25.7
5023,COUNTRY,ITA,2008,BTSX,25.7
5024,COUNTRY,ITA,2009,BTSX,25.7
5025,COUNTRY,ITA,2010,BTSX,25.7
5026,COUNTRY,ITA,2011,BTSX,25.7
5027,COUNTRY,ITA,2012,BTSX,25.7
5028,COUNTRY,ITA,2013,BTSX,25.6
5029,COUNTRY,ITA,2014,BTSX,25.6
5030,COUNTRY,ITA,2015,BTSX,25.6
5031,COUNTRY,ITA,2016,BTSX,25.6
5032,COUNTRY,JAM,1975,BTSX,22.5
5033,COUNTRY,JAM,1976,BTSX,22.6
5034,COUNTRY,JAM,1977,BTSX,22.7
5035,COUNTRY,JAM,1978,BTSX,22.8
5036,COUNTRY,JAM,1979,BTSX,23.0
5037,COUNTRY,JAM,1980,BTSX,23.1
5038,COUNTRY,JAM,1981,BTSX,23.2
5039,COUNTRY,JAM,1982,BTSX,23.3
5040,COUNTRY,JAM,1983,BTSX,23.4
5041,COUNTRY,JAM,1984,BTSX,23.5
5042,COUNTRY,JAM,1985,BTSX,23.6
5043,COUNTRY,JAM,1986,BTSX,23.7
5044,COUNTRY,JAM,1987,BTSX,23.9
5045,COUNTRY,JAM,1988,BTSX,24.0
5046,COUNTRY,JAM,1989,BTSX,24.1
5047,COUNTRY,JAM,1990,BTSX,24.2
5048,COUNTRY,JAM,1991,BTSX,24.3
5049,COUNTRY,JAM,1992,BTSX,24.4
5050,COUNTRY,JAM,1993,BTSX,24.5
5051,COUNTRY,JAM,1994,BTSX,24.7
5052,COUNTRY,JAM,1995,BTSX,24.8
5053,COUNTRY,JAM,1996,BTSX,24.9
5054,COUNTRY,JAM,1997,BTSX,25.1
5055,COUNTRY,JAM,1998,BTSX,25.2
5056,COUNTRY,JAM,1999,BTSX,25.3
5057,COUNTRY,JAM,2000,BTSX,25.5
5058,COUNTRY,JAM,2001,BTSX,25.6
5059,COUNTRY,JAM,2002,BTSX,25.8
5060,COUNTRY,JAM,2003,BTSX,25.9
5061,COUNTRY,JAM,2004,BTSX,26.1
5062,COUNTRY,JAM,2005,BTSX,26.2
5063,COUNTRY,JAM,2006,BTSX,26.4
5064,COUNTRY,JAM,2007,BTSX,26.5
5065,COUNTRY,JAM,2008,BTSX,26.6
5066,COUNTRY,JAM,2009,BTSX,26.8
5067,COUNTRY,JAM,2010,BTSX,26.9
5068,COUNTRY,JAM,2011,BTSX,27.1
5069,COUNTRY,JAM,2012,BTSX,27.2
5070,COUNTRY,JAM,2013,BTSX,27.4
5071,COUNTRY,JAM,2014,BTSX,27.5
5072,COUNTRY,JAM,2015,BTSX,27.6
5073,COUNTRY,JAM,2016,BTSX,27.8
5074,COUNTRY,JPN,1975,BTSX,22.0
5075,COUNTRY,JPN,1976,BTSX,22.1
5076,COUNTRY,JPN,1977,BTSX,22.1
5077,COUNTRY,JPN,1978,BTSX,22.1
5078,COUNTRY,JPN,1979,BTSX,22.2
5079,COUNTRY,JPN,1980,BTSX,22.2
5080,COUNTRY,JPN,1981,BTSX,22.2
5081,COUNTRY,JPN,1982,BTSX,22.2
5082,COUNTRY,JPN,1983,BTSX,22.2
5083,COUNTRY,JPN,1984,BTSX,22.2
5084,COUNTRY,JPN,1985,BTSX,22.2
5085,COUNTRY,JPN,1986,BTSX,22.3
5086,COUNTRY,JPN,1987,BTSX,22.3
5087,COUNTRY,JPN,1988,BTSX,22.3
5088,COUNTRY,JPN,1989,BTSX,22.3
5089,COUNTRY,JPN,1990,BTSX,22.3
5090,COUNTRY,JPN,1991,BTSX,22.3
5091,COUNTRY,JPN,1992,BTSX,22.4
5092,COUNTRY,JPN,1993,BTSX,22.4
5093,COUNTRY,JPN,1994,BTSX,22.4
5094,COUNTRY,JPN,1995,BTSX,22.4
5095,COUNTRY,JPN,1996,BTSX,22.4
5096,COUNTRY,JPN,1997,BTSX,22.4
5097,COUNTRY,JPN,1998,BTSX,22.5
5098,COUNTRY,JPN,1999,BTSX,22.5
5099,COUNTRY,JPN,2000,BTSX,22.5
5100,COUNTRY,JPN,2001,BTSX,22.5
5101,COUNTRY,JPN,2002,BTSX,22.5
5102,COUNTRY,JPN,2003,BTSX,22.5
5103,COUNTRY,JPN,2004,BTSX,22.6
5104,COUNTRY,JPN,2005,BTSX,22.6
5105,COUNTRY,JPN,2006,BTSX,22.6
5106,COUNTRY,JPN,2007,BTSX,22.6
5107,COUNTRY,JPN,2008,BTSX,22.6
5108,COUNTRY,JPN,2009,BTSX,22.7
5109,COUNTRY,JPN,2010,BTSX,22.7
5110,COUNTRY,JPN,2011,BTSX,22.7
5111,COUNTRY,JPN,2012,BTSX,22.7
5112,COUNTRY,JPN,2013,BTSX,22.7
5113,COUNTRY,JPN,2014,BTSX,22.7
5114,COUNTRY,JPN,2015,BTSX,22.7
5115,COUNTRY,JPN,2016,BTSX,22.7
5116,COUNTRY,JOR,1975,BTSX,25.2
5117,COUNTRY,JOR,1976,BTSX,25.2
5118,COUNTRY,JOR,1977,BTSX,25.3
5119,COUNTRY,JOR,1978,BTSX,25.4
5120,COUNTRY,JOR,1979,BTSX,25.5
5121,COUNTRY,JOR,1980,BTSX,25.6
5122,COUNTRY,JOR,1981,BTSX,25.7
5123,COUNTRY,JOR,1982,BTSX,25.8
5124,COUNTRY,JOR,1983,BTSX,25.9
5125,COUNTRY,JOR,1984,BTSX,26.0
5126,COUNTRY,JOR,1985,BTSX,26.2
5127,COUNTRY,JOR,1986,BTSX,26.3
5128,COUNTRY,JOR,1987,BTSX,26.4
5129,COUNTRY,JOR,1988,BTSX,26.5
5130,COUNTRY,JOR,1989,BTSX,26.7
5131,COUNTRY,JOR,1990,BTSX,26.8
5132,COUNTRY,JOR,1991,BTSX,26.9
5133,COUNTRY,JOR,1992,BTSX,27.0
5134,COUNTRY,JOR,1993,BTSX,27.1
5135,COUNTRY,JOR,1994,BTSX,27.2
5136,COUNTRY,JOR,1995,BTSX,27.3
5137,COUNTRY,JOR,1996,BTSX,27.4
5138,COUNTRY,JOR,1997,BTSX,27.5
5139,COUNTRY,JOR,1998,BTSX,27.6
5140,COUNTRY,JOR,1999,BTSX,27.7
5141,COUNTRY,JOR,2000,BTSX,27.8
5142,COUNTRY,JOR,2001,BTSX,27.9
5143,COUNTRY,JOR,2002,BTSX,28.0
5144,COUNTRY,JOR,2003,BTSX,28.0
5145,COUNTRY,JOR,2004,BTSX,28.1
5146,COUNTRY,JOR,2005,BTSX,28.2
5147,COUNTRY,JOR,2006,BTSX,28.3
5148,COUNTRY,JOR,2007,BTSX,28.3
5149,COUNTRY,JOR,2008,BTSX,28.4
5150,COUNTRY,JOR,2009,BTSX,28.5
5151,COUNTRY,JOR,2010,BTSX,28.5
5152,COUNTRY,JOR,2011,BTSX,28.6
5153,COUNTRY,JOR,2012,BTSX,28.7
5154,COUNTRY,JOR,2013,BTSX,28.8
5155,COUNTRY,JOR,2014,BTSX,28.8
5156,COUNTRY,JOR,2015,BTSX,28.9
5157,COUNTRY,JOR,2016,BTSX,29.0
5158,COUNTRY,KAZ,1975,BTSX,24.1
5159,COUNTRY,KAZ,1976,BTSX,24.2
5160,COUNTRY,KAZ,1977,BTSX,24.3
5161,COUNTRY,KAZ,1978,BTSX,24.3
5162,COUNTRY,KAZ,1979,BTSX,24.4
5163,COUNTRY,KAZ,1980,BTSX,24.5
5164,COUNTRY,KAZ,1981,BTSX,24.6
5165,COUNTRY,KAZ,1982,BTSX,24.6
5166,COUNTRY,KAZ,1983,BTSX,24.7
5167,COUNTRY,KAZ,1984,BTSX,24.8
5168,COUNTRY,KAZ,1985,BTSX,24.8
5169,COUNTRY,KAZ,1986,BTSX,24.9
5170,COUNTRY,KAZ,1987,BTSX,24.9
5171,COUNTRY,KAZ,1988,BTSX,25.0
5172,COUNTRY,KAZ,1989,BTSX,25.1
5173,COUNTRY,KAZ,1990,BTSX,25.1
5174,COUNTRY,KAZ,1991,BTSX,25.2
5175,COUNTRY,KAZ,1992,BTSX,25.2
5176,COUNTRY,KAZ,1993,BTSX,25.3
5177,COUNTRY,KAZ,1994,BTSX,25.3
5178,COUNTRY,KAZ,1995,BTSX,25.4
5179,COUNTRY,KAZ,1996,BTSX,25.4
5180,COUNTRY,KAZ,1997,BTSX,25.4
5181,COUNTRY,KAZ,1998,BTSX,25.5
5182,COUNTRY,KAZ,1999,BTSX,25.5
5183,COUNTRY,KAZ,2000,BTSX,25.6
5184,COUNTRY,KAZ,2001,BTSX,25.6
5185,COUNTRY,KAZ,2002,BTSX,25.7
5186,COUNTRY,KAZ,2003,BTSX,25.7
5187,COUNTRY,KAZ,2004,BTSX,25.7
5188,COUNTRY,KAZ,2005,BTSX,25.8
5189,COUNTRY,KAZ,2006,BTSX,25.8
5190,COUNTRY,KAZ,2007,BTSX,25.9
5191,COUNTRY,KAZ,2008,BTSX,25.9
5192,COUNTRY,KAZ,2009,BTSX,26.0
5193,COUNTRY,KAZ,2010,BTSX,26.0
5194,COUNTRY,KAZ,2011,BTSX,26.1
5195,COUNTRY,KAZ,2012,BTSX,26.1
5196,COUNTRY,KAZ,2013,BTSX,26.2
5197,COUNTRY,KAZ,2014,BTSX,26.3
5198,COUNTRY,KAZ,2015,BTSX,26.3
5199,COUNTRY,KAZ,2016,BTSX,26.4
5200,COUNTRY,KEN,1975,BTSX,19.2
5201,COUNTRY,KEN,1976,BTSX,19.4
5202,COUNTRY,KEN,1977,BTSX,19.5
5203,COUNTRY,KEN,1978,BTSX,19.6
5204,COUNTRY,KEN,1979,BTSX,19.7
5205,COUNTRY,KEN,1980,BTSX,19.9
5206,COUNTRY,KEN,1981,BTSX,20.0
5207,COUNTRY,KEN,1982,BTSX,20.1
5208,COUNTRY,KEN,1983,BTSX,20.2
5209,COUNTRY,KEN,1984,BTSX,20.3
5210,COUNTRY,KEN,1985,BTSX,20.5
5211,COUNTRY,KEN,1986,BTSX,20.6
5212,COUNTRY,KEN,1987,BTSX,20.7
5213,COUNTRY,KEN,1988,BTSX,20.8
5214,COUNTRY,KEN,1989,BTSX,20.9
5215,COUNTRY,KEN,1990,BTSX,21.0
5216,COUNTRY,KEN,1991,BTSX,21.1
5217,COUNTRY,KEN,1992,BTSX,21.2
5218,COUNTRY,KEN,1993,BTSX,21.3
5219,COUNTRY,KEN,1994,BTSX,21.4
5220,COUNTRY,KEN,1995,BTSX,21.5
5221,COUNTRY,KEN,1996,BTSX,21.6
5222,COUNTRY,KEN,1997,BTSX,21.7
5223,COUNTRY,KEN,1998,BTSX,21.8
5224,COUNTRY,KEN,1999,BTSX,21.9
5225,COUNTRY,KEN,2000,BTSX,22.0
5226,COUNTRY,KEN,2001,BTSX,22.1
5227,COUNTRY,KEN,2002,BTSX,22.2
5228,COUNTRY,KEN,2003,BTSX,22.2
5229,COUNTRY,KEN,2004,BTSX,22.3
5230,COUNTRY,KEN,2005,BTSX,22.4
5231,COUNTRY,KEN,2006,BTSX,22.5
5232,COUNTRY,KEN,2007,BTSX,22.6
5233,COUNTRY,KEN,2008,BTSX,22.7
5234,COUNTRY,KEN,2009,BTSX,22.8
5235,COUNTRY,KEN,2010,BTSX,22.8
5236,COUNTRY,KEN,2011,BTSX,22.9
5237,COUNTRY,KEN,2012,BTSX,23.0
5238,COUNTRY,KEN,2013,BTSX,23.1
5239,COUNTRY,KEN,2014,BTSX,23.2
5240,COUNTRY,KEN,2015,BTSX,23.3
5241,COUNTRY,KEN,2016,BTSX,23.3
5242,COUNTRY,KIR,1975,BTSX,24.1
5243,COUNTRY,KIR,1976,BTSX,24.4
5244,COUNTRY,KIR,1977,BTSX,24.6
